Sentence #	Word	Pos	Tag
Sentence 329	también	ADV	O
Sentence 329	la	ART	O
Sentence 329	situación	NC	O
Sentence 329	compleja	ADJ	O
Sentence 329	que	CQUE	O
Sentence 329	presenta	VLfin	O
Sentence 329	las	ART	O
Sentence 329	empresas	NC	O
Sentence 329	que	CQUE	O
Sentence 329	requieren	VLfin	O
Sentence 329	ser	VSinf	O
Sentence 329	rescatadas	VLadj	O
Sentence 329	”	NC	O
Sentence 329	.	FS	O

Sentence 330	Dice	VLfin	O
Sentence 330	que	CQUE	O
Sentence 330	estaría	VLfin	O
Sentence 330	de	PREP	O
Sentence 330	acuerdo	NC	O
Sentence 330	con	PREP	O
Sentence 330	el	ART	O
Sentence 330	sistema	NC	O
Sentence 330	,	CM	O
Sentence 330	siempre	ADV	O
Sentence 330	y	CC	O
Sentence 330	cuando	CSUBX	O
Sentence 330	signifique	VLfin	O
Sentence 330	la	ART	O
Sentence 330	eliminación	NC	O
Sentence 330	de	PREP	O
Sentence 330	las	ART	O
Sentence 330	delegaciones	NC	O
Sentence 330	federales	ADJ	O
Sentence 330	que	CQUE	O
Sentence 330	existen	VLfin	O
Sentence 330	en	PREP	O
Sentence 330	los	ART	O
Sentence 330	estados	NC	O
Sentence 330	.	FS	O

Sentence 331	Juan	NP	B-PER
Sentence 331	José	NP	I-PER
Sentence 331	Domínguez	NP	I-PER
Sentence 331	Flores	NP	E-PER
Sentence 331	,	CM	O
Sentence 331	del	PDEL	O
Sentence 331	Colegio	NC	B-ORG
Sentence 331	de	PREP	I-ORG
Sentence 331	Abogados	NC	E-ORG
Sentence 331	,	CM	O
Sentence 331	esgrime	VLfin	O
Sentence 331	que	CQUE	O
Sentence 331	la	ART	O
Sentence 331	autoridad	NC	O
Sentence 331	fundamenta	VLfin	O
Sentence 331	“	NC	O
Sentence 331	el	ART	O
Sentence 331	por	PREP	O
Sentence 331	qué	NC	O
Sentence 331	la	ART	O
Sentence 331	administración	NC	O
Sentence 331	anterior	ADJ	O
Sentence 331	resulta	VLfin	O
Sentence 331	afectada	VLadj	O
Sentence 331	,	CM	O
Sentence 331	porque	CSUBX	O
Sentence 331	también	ADV	O
Sentence 331	tuvieron	VLfin	O
Sentence 331	conocimiento	NC	O
Sentence 331	como	CSUBX	O
Sentence 331	autoridad	NC	O
Sentence 331	de	PREP	O
Sentence 331	un	ART	O
Sentence 331	resolutivo	NC	O
Sentence 331	y	CC	O
Sentence 331	no	NEG	O
Sentence 331	lo	PPC	O
Sentence 331	cumpliste	VLfin	O
Sentence 331	;	SEMICOLON	O
Sentence 331	no	NEG	O
Sentence 331	importa	VLfin	O
Sentence 331	que	CQUE	O
Sentence 331	ya	ADV	O
Sentence 331	no	NEG	O
Sentence 331	estés	NC	O
Sentence 331	en	PREP	O
Sentence 331	funciones	NC	O
Sentence 331	,	CM	O
Sentence 331	también	ADV	O
Sentence 331	te	PPX	O
Sentence 331	va	VLfin	O
Sentence 331	a	PREP	O
Sentence 331	tocar	VLinf	O
Sentence 331	responsabilidad	NC	O
Sentence 331	del	PDEL	O
Sentence 331	laudo	NC	O
Sentence 331	a	PREP	O
Sentence 331	los	ART	O
Sentence 331	23	CARD	O
Sentence 331	trabajadores	NC	O
Sentence 331	.	FS	O

Sentence 332	Es	VSfin	O
Sentence 332	una	ART	O
Sentence 332	ecuación	NC	O
Sentence 332	que	CQUE	O
Sentence 332	tiene	VLfin	O
Sentence 332	atemorizada	VLadj	O
Sentence 332	a	PREP	O
Sentence 332	la	ART	O
Sentence 332	población	NC	O
Sentence 332	,	CM	O
Sentence 332	por	PREP	O
Sentence 332	la	ART	O
Sentence 332	cual	REL	O
Sentence 332	la	ART	O
Sentence 332	economía	NP	O
Sentence 332	se	SE	O
Sentence 332	encuentra	VLfin	O
Sentence 332	paralizada	VLadj	O
Sentence 332	y	CC	O
Sentence 332	cuadripléjica	ADJ	O
Sentence 332	.	FS	O

Sentence 333	De	PREP	O
Sentence 333	acuerdo	NC	O
Sentence 333	al	PAL	O
Sentence 333	juicio	NC	O
Sentence 333	de	PREP	O
Sentence 333	inconformidad	NC	O
Sentence 333	presentado	VLadj	O
Sentence 333	por	PREP	O
Sentence 333	el	ART	O
Sentence 333	PES	NC	S-PEX
Sentence 333	,	CM	O
Sentence 333	hubo	VHfin	O
Sentence 333	inconsistencia	NC	O
Sentence 333	en	PREP	O
Sentence 333	el	ART	O
Sentence 333	conteo	NC	O
Sentence 333	de	PREP	O
Sentence 333	15	CARD	O
Sentence 333	mil	CARD	O
Sentence 333	casillas	NC	O
Sentence 333	ya	ADV	O
Sentence 333	sea	VSfin	O
Sentence 333	porque	CSUBX	O
Sentence 333	hubo	VHfin	O
Sentence 333	errores	NC	O
Sentence 333	en	PREP	O
Sentence 333	el	ART	O
Sentence 333	llenado	VLadj	O
Sentence 333	de	PREP	O
Sentence 333	actas	NC	O
Sentence 333	,	CM	O
Sentence 333	por	PREP	O
Sentence 333	lo	ART	O
Sentence 333	que	CQUE	O
Sentence 333	solicitan	VLfin	O
Sentence 333	el	ART	O
Sentence 333	recuento	NC	O
Sentence 333	de	PREP	O
Sentence 333	estas	DM	O
Sentence 333	,	CM	O
Sentence 333	y	CC	O
Sentence 333	en	PREP	O
Sentence 333	su	PPO	O
Sentence 333	caso	NC	O
Sentence 333	,	CM	O
Sentence 333	su	PPO	O
Sentence 333	nulidad	NC	O
Sentence 333	.	FS	O

Sentence 334	Muchos	QU	O
Sentence 334	de	PREP	O
Sentence 334	lo	ART	O
Sentence 334	que	CQUE	O
Sentence 334	hoy	ADV	O
Sentence 334	critican	VLfin	O
Sentence 334	ya	ADV	O
Sentence 334	quisieran	VLfin	O
Sentence 334	aguantar	VLinf	O
Sentence 334	con	PREP	O
Sentence 334	esa	DM	O
Sentence 334	valentía	ADJ	O
Sentence 334	la	ART	O
Sentence 334	andanada	NC	O
Sentence 334	de	PREP	O
Sentence 334	ataques	NC	O
Sentence 334	injustos	ADJ	O
Sentence 334	,	CM	O
Sentence 334	como	CSUBX	O
Sentence 334	el	ART	O
Sentence 334	de	PREP	O
Sentence 334	la	ART	O
Sentence 334	PGR	NP	S-ORG
Sentence 334	.	FS	O

Sentence 335	Y	CC	O
Sentence 335	aseguró	VLfin	O
Sentence 335	que	CQUE	O
Sentence 335	“	NC	O
Sentence 335	en	PREP	O
Sentence 335	política	NC	O
Sentence 335	se	SE	O
Sentence 335	comete	VLfin	O
Sentence 335	un	ART	O
Sentence 335	error	NC	O
Sentence 335	y	CC	O
Sentence 335	lo	ART	O
Sentence 335	demás	NC	O
Sentence 335	son	VSfin	O
Sentence 335	consecuencias	NC	O
Sentence 335	.	FS	O

Sentence 336	Consideró	VLfin	O
Sentence 336	que	CQUE	O
Sentence 336	se	SE	O
Sentence 336	hizo	VLfin	O
Sentence 336	un	ART	O
Sentence 336	partido	NC	O
Sentence 336	y	CC	O
Sentence 336	luego	ADV	O
Sentence 336	fue	VSfin	O
Sentence 336	usado	VLadj	O
Sentence 336	por	PREP	O
Sentence 336	un	ART	O
Sentence 336	grupo	NC	O
Sentence 336	político	ADJ	O
Sentence 336	dentro	ADV	O
Sentence 336	del	PDEL	O
Sentence 336	partido	NC	O
Sentence 336	y	CC	O
Sentence 336	eso	DM	O
Sentence 336	no	NEG	O
Sentence 336	puede	VMfin	O
Sentence 336	ser	VSinf	O
Sentence 336	,	CM	O
Sentence 336	tan	ADV	O
Sentence 336	es	VSfin	O
Sentence 336	así	NC	O
Sentence 336	,	CM	O
Sentence 336	que	CQUE	O
Sentence 336	la	ART	O
Sentence 336	militancia	NC	O
Sentence 336	siempre	ADV	O
Sentence 336	lo	PPC	O
Sentence 336	expresó	VLfin	O
Sentence 336	y	CC	O
Sentence 336	lo	PPC	O
Sentence 336	demostró	VLfin	O
Sentence 336	el	ART	O
Sentence 336	pasado	VLadj	O
Sentence 336	primero	ADV	B-DAT
Sentence 336	de	PREP	I-DAT
Sentence 336	julio	NC	E-DAT
Sentence 336	,	CM	O
Sentence 336	porque	CSUBX	O
Sentence 336	se	SE	O
Sentence 336	sintieron	VLfin	O
Sentence 336	abandonados	VLadj	O
Sentence 336	y	CC	O
Sentence 336	se	SE	O
Sentence 336	cobraron	VLfin	O
Sentence 336	esa	DM	O
Sentence 336	factura	NC	O
Sentence 336	,	CM	O
Sentence 336	fue	VSfin	O
Sentence 336	la	ART	O
Sentence 336	propia	ADJ	O
Sentence 336	militancia	NC	O
Sentence 336	quien	REL	O
Sentence 336	abandonó	VLfin	O
Sentence 336	al	PAL	O
Sentence 336	partido	NC	O
Sentence 336	.	FS	O

Sentence 337	Por	PREP	O
Sentence 337	su	PPO	O
Sentence 337	parte	NC	O
Sentence 337	,	CM	O
Sentence 337	el	ART	O
Sentence 337	presidente	NC	B-TIT
Sentence 337	de	PREP	I-TIT
Sentence 337	la	ART	I-TIT
Sentence 337	Junta	NC	I-TIT
Sentence 337	de	PREP	I-TIT
Sentence 337	Coordinación	NP	I-TIT
Sentence 337	y	CC	I-TIT
Sentence 337	Concertación	NP	I-TIT
Sentence 337	Política	NP	E-TIT
Sentence 337	,	CM	O
Sentence 337	Nahúm	NP	B-PER
Sentence 337	Atonal	NP	I-PER
Sentence 337	Ortiz	NP	E-PER
Sentence 337	informó	VLfin	O
Sentence 337	que	CQUE	O
Sentence 337	esperan	VLfin	O
Sentence 337	el	ART	O
Sentence 337	arribo	VLfin	O
Sentence 337	de	PREP	O
Sentence 337	los	ART	O
Sentence 337	diputados	NC	O
Sentence 337	Aitzury	NP	B-PER
Sentence 337	Sandoval	NP	I-PER
Sentence 337	Vega	NP	E-PER
Sentence 337	y	CC	O
Sentence 337	Alberto	NP	B-PER
Sentence 337	Amaro	NP	I-PER
Sentence 337	Corona	VLfin	E-PER
Sentence 337	para	CSUBI	O
Sentence 337	reactivar	VLinf	O
Sentence 337	los	ART	O
Sentence 337	trabajos	NC	O
Sentence 337	en	PREP	O
Sentence 337	las	ART	O
Sentence 337	24	CARD	O
Sentence 337	comisiones	NC	O
Sentence 337	ordinarias	ADJ	O
Sentence 337	,	CM	O
Sentence 337	en	PREP	O
Sentence 337	especial	ADJ	O
Sentence 337	la	ART	O
Sentence 337	de	PREP	O
Sentence 337	Finanzas	NC	B-ORG
Sentence 337	y	CC	I-ORG
Sentence 337	Fiscalización	NC	E-ORG
Sentence 337	,	CM	O
Sentence 337	que	CQUE	O
Sentence 337	presidía	VLfin	O
Sentence 337	el	ART	O
Sentence 337	segundo	NMEA	O
Sentence 337	de	PREP	O
Sentence 337	los	ART	O
Sentence 337	nombrados	VLadj	O
Sentence 337	,	CM	O
Sentence 337	ello	PPX	O
Sentence 337	para	CSUBI	O
Sentence 337	concretar	VLinf	O
Sentence 337	el	ART	O
Sentence 337	proceso	NC	O
Sentence 337	de	PREP	O
Sentence 337	fiscalización	NC	O
Sentence 337	.	FS	O

Sentence 338	A	PREP	O
Sentence 338	la	ART	O
Sentence 338	salida	NC	O
Sentence 338	de	PREP	O
Sentence 338	los	ART	O
Sentence 338	gobernadores	NC	O
Sentence 338	sólo	VLfin	O
Sentence 338	el	ART	O
Sentence 338	gobernador	NC	B-TIT
Sentence 338	de	PREP	I-TIT
Sentence 338	Oaxaca	NP	E-TIT
Sentence 338	declaró	VLfin	O
Sentence 338	que	CQUE	O
Sentence 338	el	ART	O
Sentence 338	encuentro	NC	O
Sentence 338	fue	VSfin	O
Sentence 338	cordial	ADJ	O
Sentence 338	y	CC	O
Sentence 338	el	ART	O
Sentence 338	presidente	NC	B-TIT
Sentence 338	electo	ADJ	E-TIT
Sentence 338	les	PE	O
Sentence 338	explicó	VLfin	O
Sentence 338	que	CQUE	O
Sentence 338	la	ART	O
Sentence 338	política	NC	O
Sentence 338	de	PREP	O
Sentence 338	austeridad	NC	O
Sentence 338	será	VLfin	O
Sentence 338	compensatoria	ADJ	O
Sentence 338	para	CSUBI	O
Sentence 338	desarrollar	VLinf	O
Sentence 338	obra	NC	O
Sentence 338	pública	ADJ	O
Sentence 338	y	CC	O
Sentence 338	programas	NC	O
Sentence 338	sociales	ADJ	O
Sentence 338	.	FS	O

Sentence 339	Ayer	ADV	O
Sentence 339	,	CM	O
Sentence 339	el	ART	O
Sentence 339	presidente	NC	B-TIT
Sentence 339	electo	ADJ	E-TIT
Sentence 339	del	PDEL	O
Sentence 339	país	NC	O
Sentence 339	,	CM	O
Sentence 339	Andrés	NP	B-PER
Sentence 339	Manuel	NP	I-PER
Sentence 339	López	NP	I-PER
Sentence 339	Obrador	NP	E-PER
Sentence 339	,	CM	O
Sentence 339	incluso	ADV	O
Sentence 339	desconoció	VLfin	O
Sentence 339	la	ART	O
Sentence 339	constancia	NC	O
Sentence 339	de	PREP	O
Sentence 339	mayoría	ADJ	O
Sentence 339	entregada	VLadj	O
Sentence 339	a	PREP	O
Sentence 339	Alonso	NP	S-PER
Sentence 339	y	CC	O
Sentence 339	manifestó	VLfin	O
Sentence 339	que	CQUE	O
Sentence 339	no	NEG	O
Sentence 339	recibirá	VLfin	O
Sentence 339	la	ART	O
Sentence 339	suya	PPO	O
Sentence 339	hasta	PREP	O
Sentence 339	que	CQUE	O
Sentence 339	se	SE	O
Sentence 339	limpie	VLfin	O
Sentence 339	la	ART	O
Sentence 339	elección	NC	O
Sentence 339	de	PREP	O
Sentence 339	Puebla	NC	S-GPE
Sentence 339	.	FS	O

Sentence 340	Nos	PPX	O
Sentence 340	vemos	VLfin	O
Sentence 340	pronto	ADV	O
Sentence 340	!	FS	O

Sentence 341	Otro	QU	O
Sentence 341	de	PREP	O
Sentence 341	los	ART	O
Sentence 341	tópicos	NC	O
Sentence 341	puestos	VLadj	O
Sentence 341	sobre	PREP	O
Sentence 341	la	ART	O
Sentence 341	mesa	NC	O
Sentence 341	fue	VSfin	O
Sentence 341	el	ART	O
Sentence 341	de	PREP	O
Sentence 341	la	ART	O
Sentence 341	coordinación	NC	O
Sentence 341	fiscal	ADJ	O
Sentence 341	y	CC	O
Sentence 341	precisó	VLfin	O
Sentence 341	que	CQUE	O
Sentence 341	esta	DM	O
Sentence 341	requiere	VLfin	O
Sentence 341	de	PREP	O
Sentence 341	una	ART	O
Sentence 341	revisión	NC	O
Sentence 341	a	PREP	O
Sentence 341	fondo	NC	O
Sentence 341	.	FS	O

Sentence 342	“	NP	O
Sentence 342	Mira	NP	O
Sentence 342	hay	VHfin	O
Sentence 342	plazos	NC	O
Sentence 342	que	CQUE	O
Sentence 342	definitivamente	ADV	O
Sentence 342	hay	VHfin	O
Sentence 342	que	CQUE	O
Sentence 342	respetar	VLinf	O
Sentence 342	y	CC	O
Sentence 342	ahorita	ADV	O
Sentence 342	por	PREP	O
Sentence 342	eso	DM	O
Sentence 342	estamos	VEfin	O
Sentence 342	agilizando	VLger	O
Sentence 342	las	ART	O
Sentence 342	cosas	NC	O
Sentence 342	y	CC	O
Sentence 342	tenemos	VLfin	O
Sentence 342	avanzado	VLadj	O
Sentence 342	un	ART	O
Sentence 342	dictamen	NC	O
Sentence 342	para	CSUBI	O
Sentence 342	dar	VLinf	O
Sentence 342	cumplimiento	NC	O
Sentence 342	y	CC	O
Sentence 342	no	NEG	O
Sentence 342	se	SE	O
Sentence 342	continúe	VLfin	O
Sentence 342	postergando	VLger	O
Sentence 342	esto	DM	O
Sentence 342	Se	SE	O
Sentence 342	conjugaron	VLfin	O
Sentence 342	varias	QU	O
Sentence 342	cosas	NC	O
Sentence 342	por	PREP	O
Sentence 342	la	ART	O
Sentence 342	que	CQUE	O
Sentence 342	se	SE	O
Sentence 342	dio	VLfin	O
Sentence 342	el	ART	O
Sentence 342	rezago	NC	O
Sentence 342	,	CM	O
Sentence 342	pero	CCAD	O
Sentence 342	estamos	VEfin	O
Sentence 342	en	PREP	O
Sentence 342	toda	QU	O
Sentence 342	la	ART	O
Sentence 342	disposición	NC	O
Sentence 342	y	CC	O
Sentence 342	conscientes	ADJ	O
Sentence 342	de	PREP	O
Sentence 342	que	CQUE	O
Sentence 342	tenemos	VLfin	O
Sentence 342	que	CQUE	O
Sentence 342	sacar	VLinf	O
Sentence 342	esto	DM	O
Sentence 342	lo	ART	O
Sentence 342	antes	ADV	O
Sentence 342	posible	ADJ	O
Sentence 342	y	CC	O
Sentence 342	tenemos	VLfin	O
Sentence 342	la	ART	O
Sentence 342	reunión	NC	O
Sentence 342	este	DM	O
Sentence 342	lunes	NC	S-DAT
Sentence 342	y	CC	O
Sentence 342	vamos	VLfin	O
Sentence 342	a	PREP	O
Sentence 342	plantear	VLinf	O
Sentence 342	una	ART	O
Sentence 342	agenda	NC	O
Sentence 342	que	CQUE	O
Sentence 342	tenemos	VLfin	O
Sentence 342	que	CQUE	O
Sentence 342	llevar	VLinf	O
Sentence 342	a	PREP	O
Sentence 342	cabo	NC	O
Sentence 342	al	PAL	O
Sentence 342	pie	NC	O
Sentence 342	de	PREP	O
Sentence 342	la	ART	O
Sentence 342	letra	NC	O
Sentence 342	y	CC	O
Sentence 342	no	NEG	O
Sentence 342	nos	PPX	O
Sentence 342	podemos	VLfin	O
Sentence 342	distraer	VLinf	O
Sentence 342	en	PREP	O
Sentence 342	otra	QU	O
Sentence 342	cosa	NC	O
Sentence 342	que	CQUE	O
Sentence 342	no	NEG	O
Sentence 342	sea	VSfin	O
Sentence 342	el	ART	O
Sentence 342	trabajo	NC	O
Sentence 342	legislativo	ADJ	O
Sentence 342	y	CC	O
Sentence 342	hacer	VLinf	O
Sentence 342	conciencia	NC	O
Sentence 342	que	CQUE	O
Sentence 342	si	CSUBX	O
Sentence 342	tenemos	VLfin	O
Sentence 342	que	CQUE	O
Sentence 342	estar	VEinf	O
Sentence 342	las	ART	O
Sentence 342	24	CARD	B-TIM
Sentence 342	horas	NC	E-TIM
Sentence 342	,	CM	O
Sentence 342	las	ART	O
Sentence 342	24	CARD	B-TIM
Sentence 342	horas	NC	E-TIM
Sentence 342	estaremos	VEfin	O
Sentence 342	trabajando	VLger	O
Sentence 342	”	NC	O
Sentence 342	,	CM	O
Sentence 342	apuntó	VLfin	O
Sentence 342	.	FS	O

Sentence 343	En	PREP	O
Sentence 343	esas	DM	O
Sentence 343	condiciones	NC	O
Sentence 343	recibió	VLfin	O
Sentence 343	hoy	ADV	O
Sentence 343	a	PREP	O
Sentence 343	una	ART	O
Sentence 343	delegación	NC	O
Sentence 343	del	PDEL	O
Sentence 343	Gobierno	NC	S-ORG
Sentence 343	estadounidense	ADJ	S-DEM
Sentence 343	,	CM	O
Sentence 343	encabezada	VLadj	O
Sentence 343	por	PREP	O
Sentence 343	el	ART	O
Sentence 343	secretario	NC	B-TIT
Sentence 343	de	PREP	I-TIT
Sentence 343	Estado	NC	E-TIT
Sentence 343	,	CM	O
Sentence 343	Mike	NP	B-PER
Sentence 343	Pompeo	NP	E-PER
Sentence 343	.	FS	O

Sentence 344	var	VLfin	O
Sentence 344	gaq	NC	O
Sentence 344	gaq	VLadj	O
Sentence 344	[	LP	O
Sentence 344	]	RP	O
Sentence 344	;	SEMICOLON	O
Sentence 344	gaq.push	VLger	O
Sentence 344	(	LP	O
Sentence 344	[	LP	O
Sentence 344	setAccount	NP	O
Sentence 344	,	CM	O
Sentence 344	UA	NP	O
Sentence 344	38838256	CARD	O
Sentence 344	1	CARD	O
Sentence 344	]	RP	O
Sentence 344	)	RP	O
Sentence 344	;	SEMICOLON	O
Sentence 344	gaq.push	VLger	O
Sentence 344	(	LP	O
Sentence 344	[	LP	O
Sentence 344	trackPageview	NP	O
Sentence 344	]	RP	O
Sentence 344	)	RP	O
Sentence 344	;	SEMICOLON	O
Sentence 344	(	LP	O
Sentence 344	function	PE	O
Sentence 344	(	LP	O
Sentence 344	)	RP	O
Sentence 344	var	VLfin	O
Sentence 344	ga	NC	O
Sentence 344	document.createElement	NP	O
Sentence 344	(	LP	O
Sentence 344	script	NC	O
Sentence 344	)	RP	O
Sentence 344	;	SEMICOLON	O
Sentence 344	ga.type	VLfin	O
Sentence 344	text	NC	O
Sentence 344	javascript	NC	O
Sentence 344	;	SEMICOLON	O
Sentence 344	ga.async	NC	O
Sentence 344	true	NC	O
Sentence 344	;	SEMICOLON	O
Sentence 344	ga.src	NC	O
Sentence 344	(	LP	O
Sentence 344	https	NC	O
Sentence 344	:	COLON	O
Sentence 344	document.location.protocol	NP	O
Sentence 344	?	FS	O

Sentence 345	Se	SE	O
Sentence 345	fueron	VSfin	O
Sentence 345	dos	CARD	O
Sentence 345	administraciones	NC	O
Sentence 345	completas	ADJ	O
Sentence 345	y	CC	O
Sentence 345	ahora	ADV	O
Sentence 345	el	ART	O
Sentence 345	Concejo	NC	O
Sentence 345	Municipal	ADJ	O
Sentence 345	incurrió	VLfin	O
Sentence 345	en	PREP	O
Sentence 345	delito	NC	O
Sentence 345	,	CM	O
Sentence 345	ya	ADV	O
Sentence 345	son	VSfin	O
Sentence 345	tres	CARD	O
Sentence 345	administraciones	NC	O
Sentence 345	involucradas	VLadj	O
Sentence 345	en	PREP	O
Sentence 345	un	ART	O
Sentence 345	asunto	NC	O
Sentence 345	,	CM	O
Sentence 345	más	NC	O
Sentence 345	los	ART	O
Sentence 345	que	CQUE	O
Sentence 345	se	SE	O
Sentence 345	vayan	VLfin	O
Sentence 345	sumando	VLger	O
Sentence 345	.	FS	O

Sentence 346	En	PREP	O
Sentence 346	el	ART	O
Sentence 346	acto	NC	O
Sentence 346	de	PREP	O
Sentence 346	conmemoración	NC	O
Sentence 346	del	PDEL	O
Sentence 346	Día	NP	B-EVT
Sentence 346	del	PDEL	I-EVT
Sentence 346	Abogado	NP	E-EVT
Sentence 346	,	CM	O
Sentence 346	Aguilar	NP	O
Sentence 346	expresó	VLfin	O
Sentence 346	que	CQUE	O
Sentence 346	el	ART	O
Sentence 346	pueblo	NC	O
Sentence 346	mexicano	NC	O
Sentence 346	“	NC	O
Sentence 346	ha	VHfin	O
Sentence 346	decidido	VLadj	O
Sentence 346	en	PREP	O
Sentence 346	libertad	NC	O
Sentence 346	,	CM	O
Sentence 346	por	PREP	O
Sentence 346	el	ART	O
Sentence 346	mejor	ADJ	O
Sentence 346	candidato	ADJ	O
Sentence 346	que	CQUE	O
Sentence 346	así	VLfin	O
Sentence 346	ha	VHfin	O
Sentence 346	considerado	VLadj	O
Sentence 346	,	CM	O
Sentence 346	por	PREP	O
Sentence 346	alguien	QU	O
Sentence 346	que	CQUE	O
Sentence 346	durante	PREP	O
Sentence 346	años	NC	O
Sentence 346	dentro	ADV	O
Sentence 346	del	PDEL	O
Sentence 346	sistema	NC	O
Sentence 346	mismo	ADJ	O
Sentence 346	de	PREP	O
Sentence 346	la	ART	O
Sentence 346	democracia	NC	O
Sentence 346	buscó	VLfin	O
Sentence 346	pacíficamente	ADV	O
Sentence 346	la	ART	O
Sentence 346	confianza	NC	O
Sentence 346	de	PREP	O
Sentence 346	la	ART	O
Sentence 346	sociedad	NC	O
Sentence 346	”	NC	O
Sentence 346	.	FS	O

Sentence 347	La	ART	O
Sentence 347	ley	NC	O
Sentence 347	reglamentaria	ADJ	O
Sentence 347	para	CSUBI	O
Sentence 347	aplicar	VLinf	O
Sentence 347	en	PREP	O
Sentence 347	los	ART	O
Sentence 347	tres	CARD	O
Sentence 347	Poderes	NC	O
Sentence 347	,	CM	O
Sentence 347	el	ART	O
Sentence 347	Artículo	NC	B-DOC
Sentence 347	127	CODE	I-DOC
Sentence 347	de	PREP	I-DOC
Sentence 347	la	ART	I-DOC
Sentence 347	Constitución	NP	E-DOC
Sentence 347	que	CQUE	O
Sentence 347	señala	VLfin	O
Sentence 347	que	CQUE	O
Sentence 347	ningún	VLfin	O
Sentence 347	funcionario	NC	O
Sentence 347	puede	VMfin	O
Sentence 347	ganar	VLinf	O
Sentence 347	más	NC	O
Sentence 347	que	CQUE	O
Sentence 347	el	ART	O
Sentence 347	Presidente	NC	B-TIT
Sentence 347	de	PREP	I-TIT
Sentence 347	la	ART	I-TIT
Sentence 347	República	NC	E-TIT
Sentence 347	(	LP	O
Sentence 347	sobre	PREP	O
Sentence 347	esta	DM	O
Sentence 347	materia	NC	O
Sentence 347	debe	VMfin	O
Sentence 347	pedirse	VCLIinf	O
Sentence 347	la	ART	O
Sentence 347	participación	NC	O
Sentence 347	del	PDEL	O
Sentence 347	diputado	NC	B-TIT
Sentence 347	federal	ADJ	I-TIT
Sentence 347	electo	ADJ	E-TIT
Sentence 347	,	CM	O
Sentence 347	Pablo	NP	B-PER
Sentence 347	Gómez	NP	I-PER
Sentence 347	Álvarez	NC	E-PER
Sentence 347	,	CM	O
Sentence 347	quien	REL	O
Sentence 347	siendo	VSger	O
Sentence 347	senador	NC	O
Sentence 347	promovió	VLfin	O
Sentence 347	esta	DM	O
Sentence 347	reforma	NC	O
Sentence 347	,	CM	O
Sentence 347	que	CQUE	O
Sentence 347	se	SE	O
Sentence 347	aprobó	VLfin	O
Sentence 347	originalmente	ADV	O
Sentence 347	en	PREP	O
Sentence 347	el	ART	O
Sentence 347	Senado	NC	S-ORG
Sentence 347	,	CM	O
Sentence 347	pero	CCAD	O
Sentence 347	se	SE	O
Sentence 347	detuvo	VLfin	O
Sentence 347	en	PREP	O
Sentence 347	la	ART	O
Sentence 347	Cámara	NC	B-ORG
Sentence 347	de	PREP	I-ORG
Sentence 347	Diputados	NC	E-ORG
Sentence 347	por	PREP	O
Sentence 347	intereses	NC	O
Sentence 347	económicos	ADJ	O
Sentence 347	y	CC	O
Sentence 347	políticos	ADJ	O
Sentence 347	)	RP	O
Sentence 347	.	FS	O

Sentence 348	México	NP	S-GPE
Sentence 348	va	VLfin	O
Sentence 348	a	PREP	O
Sentence 348	encontrar	VLinf	O
Sentence 348	bases	NC	O
Sentence 348	de	PREP	O
Sentence 348	entendimiento	NC	O
Sentence 348	para	PREP	O
Sentence 348	una	ART	O
Sentence 348	buena	ADJ	O
Sentence 348	relación	NC	O
Sentence 348	con	PREP	O
Sentence 348	Estados	NC	B-GPE
Sentence 348	Unidos	NP	E-GPE
Sentence 348	.	FS	O

Sentence 349	Con	PREP	O
Sentence 349	esa	DM	O
Sentence 349	maniobra	NC	O
Sentence 349	,	CM	O
Sentence 349	Oscar	NP	B-PER
Sentence 349	González	NP	E-PER
Sentence 349	debilitó	VLfin	O
Sentence 349	en	PREP	O
Sentence 349	aquella	DM	O
Sentence 349	elección	NC	O
Sentence 349	la	ART	O
Sentence 349	potencia	NC	O
Sentence 349	electoral	ADJ	O
Sentence 349	de	PREP	O
Sentence 349	tres	CARD	O
Sentence 349	partidos	NC	O
Sentence 349	:	COLON	O
Sentence 349	PAN	NC	S-PEX
Sentence 349	,	CM	O
Sentence 349	PRD	NP	S-PEX
Sentence 349	y	CC	O
Sentence 349	PT	NP	S-PEX
Sentence 349	,	CM	O
Sentence 349	lo	ART	O
Sentence 349	que	CQUE	O
Sentence 349	al	PAL	O
Sentence 349	final	NC	O
Sentence 349	de	PREP	O
Sentence 349	cuentas	NC	O
Sentence 349	permitió	VLfin	O
Sentence 349	al	PAL	O
Sentence 349	Partido	NC	B-PEX
Sentence 349	Revolucionario	NC	I-PEX
Sentence 349	Institucional	NC	E-PEX
Sentence 349	(	LP	O
Sentence 349	PRI	NP	S-PEX
Sentence 349	)	RP	O
Sentence 349	,	CM	O
Sentence 349	juntos	ADJ	O
Sentence 349	con	PREP	O
Sentence 349	sus	PPO	O
Sentence 349	entonces	ADV	O
Sentence 349	socios	NC	O
Sentence 349	,	CM	O
Sentence 349	Partido	NC	B-PEX
Sentence 349	Verde	ADJ	I-PEX
Sentence 349	Ecologista	ADJ	E-PEX
Sentence 349	y	CC	O
Sentence 349	Nueva	ADJ	B-PEX
Sentence 349	Alianza	NC	E-PEX
Sentence 349	,	CM	O
